gggg 一一
ibrc 小孩的屁股醉汉的嘴巴
ibrr 小孩的屁股醉汉的嘴巴难控制
ibpa 小孩穿大鞋
ibpt 小孩穿大鞋没法提提不起来提不得
ihpe 小家
ipbr 小家子气
ipgg 小家碧玉
ipvp 小富即安
ihpf 小寒
ipvf 小寡妇上坟
ipvn 小寡妇上坟越哭越伤心哭得好伤心
ipvl 小寡妇上轿
ipvt 小寡妇上轿喜事来了破涕为笑
ihih 小小
iigy 小小不言
iirq 小小的
iitn 小小秧鸡下鹅蛋
iitl 小小秧鸡下鹅蛋自不量力
iiyu 小小说
indw 小屈大伸
indj 小屈大申
ihng 小屋
injr 小屋里耍扁担
injn 小屋里耍扁担处处碰壁
ihnu 小屏
ihmm 小山
ihaa 小工
ihag 小巧
iagg 小巧玲珑
iama 小巫见大巫
iamf 小巫见大巫矮了半截子矮了一大截
intr 小己得失
ihaw 小巷
iabi 小巷子抬大梁
iabl 小巷子赶马车
iabg 小巷子赶马车难转弯转不过弯来
ihdm 小布
iryw 小年夜
ihys 小床
ihyh 小店
iyaq 小店区
iyji 小庙里的和尚
iyju 小庙里的和尚没见过大香火默默无闻
ihyv 小康
iypp 小康之家
iydi 小廉大法
iymy 小廉曲谨
indm 小异大同
ihxh 小引
ihux 小弟
ihxk 小强
ihjy 小影
itdg 小往大来
ihtc 小径
itbt 小德出入
ihny 小心
inhk 小心点
inhv 小心眼
innn 小心翼翼
inyn 小心谨慎
ilig 小恩小惠
ihgj 小惠
itdy 小惩大诫
iuln 小意思
ihtd 小憩
ihca 小戏
ihdn 小成
ihyn 小户
iywp 小户人家
ihrt 小手
irie 小手小脚
iriu 小打小闹
ihrf 小技
irca 小把戏
ihrb 小报
irqs 小押儿店旧时靠收少量抵押品剥削穷人的小店铺的掌柜
irqb 小押儿店旧时靠收少量抵押品剥削穷人的小店铺的掌柜损透了
irre 小拇指比大腿
irrb 小拇指比大腿差一大截差一截子
ihrx 小指
irgg 小提琴
ihrc 小摊
irsr 小擀杖掉油缸
irsj 小擀杖放到醋缸里
irss 小擀杖放到醋缸里又尖又酸尖酸
ihov 小数
iohk 小数点
ihus 小新
ihyt 小旗
ihjf 小时
ijbb 小时了了
ijwh 小时候
ihdw 小春
ihma 小曲
ihee 小月
ihde 小有
iedc 小朋友
ieds 小朋友唱歌
isai 小木匠干活
isaq 小木匠干活东一句锯西一句锯
ihsg 小本
isxa 小本经营
ihsn 小札
ihsf 小村
isdf 小枉大直
isri 小树掐尖
isrb 小树掐尖光出岔子净岔子
ihsu 小样
ipsu 小案板当锅盖
ipsl 小案板当锅盖随方就圆随得方就得圆
ihst 小桥
ihsc 小桶
ihse 小棚
ihsx 小楷
ihso 小楼
itcl 小毛驴套大车
itck 小毛驴套大车力不能及力不从心心有余而力不足
itcg 小毛驴戴耳环
itcg 小毛驴戴耳环累赘
itct 小毛驴驮碾盘
itcr 小毛驴驮碾盘吃不住劲浑身哆嗦加重负担
ihna 小民
ihrn 小气
iiit 小水沟里撑大船
iiig 小水沟里撑大船异想天开
ihib 小池
iifm 小池塘撒网
iifn 小池塘撒网一网打尽
ihis 小河
iiit 小河沟里撑船
iiju 小河里捞石头
iijy 小河里捞石头摸底
irxy 小泉纯一郎
ihim 小洞
ihie 小溪
ihif 小潮
ihoo 小火
ivce 小灵通
ihof 小灶
ioaq 小炉匠戴眼镜
ioab 小炉匠戴眼镜专找碴子
ioaq 小炉匠打铁
ioap 小炉匠打铁修修补补
ioaq 小炉匠补锅
ioau 小炉匠补锅穷凑合穷凑
ihoi 小炒
ihhk 小点
ihjv 小照
icyw 小熊座
iqvf 小狗娃跌屎坑
iqvg 小狗娃跌屎坑饱餐一顿
iqaf 小狗落屎坑
iqak 小狗落屎坑不愁吃
iqrw 小猪抢食
iqrq 小猪抢食吃里爬扒外
iqrl 小猪拱粮囤
iqrr 小猪拱粮囤记吃不记打
iqqo 小猪钻灶
iqqd 小猪钻灶碰一鼻子灰
iqkq 小猫吃小鱼
iqkn 小猫吃小鱼有头有尾
iqki 小猫喝烧酒
iqkr 小猫喝烧酒够戗够受的
iqvn 小猫娃拉屎
iqvu 小猫娃拉屎遮遮盖盖
iqie 小猫洗脸
iqih 小猫洗脸马马虎虎
iqre 小猫的脸
iqry 小猫的脸一日三变
iqtb 小猫长胡子
iqty 小猫长胡子摆设
ihgg 小王
igfg 小王卖画
igfd 小王卖画自卖自夸
ihgy 小班
ihur 小瓣
iudl 小瓷碗里数汤圆
iudu 小瓷碗里数汤圆明摆着
ihtg 小生
irew 小白脸
irvn 小白鼠
ihrh 小看
ihah 小眼薄皮
ihht 小睡
ihhw 小瞧
ihdp 小碗
idkq 小碗吃饭
idki 小碗吃饭靠天添
idud 小碗盖大碗
iduu 小碗盖大碗管不着
iyta 小磨香油拌凉菜
iyte 小磨香油拌凉菜个个喜爱
ituj 小秃头上打蜡
itui 小秃头上打蜡又光又滑
itus 小秃头上插辣椒
ituw 小秃头上插辣椒红人
itrw 小秃的脑袋
itrr 小秃的脑袋一毛不拔
itkf 小秃跟着月亮走
itki 小秃跟着月亮走谁也不沾谁的光
ityc 小程序
ihpw 小窗
ihuh 小站
itsf 小竹棍敲鼓
itsd 小竹棍敲鼓有节奏
ihtx 小篆
ihoy 小米
iopp 小米之家
iols 小米加步枪
iodk 小米有品
ioho 小米点灯
iohu 小米点灯犯饭不着
iofa 小米煮红薯
iofi 小米煮红薯糊糊涂涂糊里糊涂
iowl 小米集团
ixnn 小红书
ihxe 小组
ixpf 小组赛
ihxf 小结
iuun 小羊羔拉屎
iuur 小羊羔拉屎稀稀拉拉
ifvt 小老鼠上秤盘
ifvt 小老鼠上秤盘自称自
ifvl 小老鼠拉线团
ifvu 小老鼠拉线团大头在后面大的在后头
idbq 小耗子欺大象
idbq 小耗子欺大象全凭会钻
idbt 小耗子骂大街
idbm 小耗子骂大街贼喊捉贼
ihbc 小聚
ibje 小聪明
iebb 小肚子
iece 小肚鸡肠
ihen 小肠
idmt 小胡同扛毛竹
idmg 小胡同扛毛竹难转弯转不过弯来
idmc 小胡同赶骆驼
idmq 小胡同里赶猪
idmw 小胡同里赶猪直进直出直出直人
idmw 小胡同里遇仇人
idmp 小胡同里遇仇人冤家路窄
ihef 小脚
ievw 小脚女人
ievs 小脚女人上楼梯
ievc 小脚女人上楼梯步步难
ievf 小脚女人爬大坡
ievk 小脚女人走路
ieve 小脚女人走路东倒西歪慢腾腾
ieis 小脚婆娘过独木桥
ieir 小脚婆娘过独木桥摇摇摆摆
iepa 小脚穿大鞋
iepk 小脚穿大鞋不对号对不上号
iefe 小脚老太太缠脚
iefu 小脚老太太缠脚裹足不前
ihew 小脸
ihet 小腹
ihev 小腿
ihnk 小臂
ihvl 小舅
ihte 小船
ihab 小节
ihaj 小草
ihae 小菜
iary 小葱拌豆腐
iarr 小葱拌豆腐一清二白
iarr 小葱拌豆腐一清青二白
ihjh 小虫
ijkb 小虫吃李子
ijkk 小虫吃李子心里肯啃
ijbt 小虫子啃沙犁
ijbf 小虫子啃沙犁暗里使坏
ihpn 小蜜
ipjy 小蜜蜂说话
ipjy 小蜜蜂说话甜言蜜语
ihtf 小街
ihye 小衣
ihpu 小褂
ihpy 小视
ihqe 小解
ihyf 小计
ihyy 小议
ihya 小试
iyrv 小试牛刀
iyqa 小试锋芒
ihyg 小语
ihyu 小说
iype 小说家
ihym 小调
igfq 小豆干饭
igfb 小豆干饭闷焖起来了
ihmf 小财
ihmr 小贩
ihxj 小费
ihuq 小资
ihlg 小车
ilgi 小车不抹油
ilgk 小车不抹油干叫唤
ilrj 小车掉进泥潭里
ilrc 小车掉进泥潭里进退两难
ilbg 小轴承安大滚珠
ilbk 小轴承安大滚珠对不上跟
illg 小轿车
ihdj 小辈
iubb 小辫子
ihut 小道
iuit 小道消息
iqeg 小金县
ihqg 小钱
iqbn 小铺子的抽屉
iqba 小铺子的抽屉装蒜
iqba 小铺子的蒜
iqbr 小铺子的蒜零揪
iqju 小锅里煮猪头
iqjg 小锅里煮猪头盛不下
ihqa 小错
ihql 小锣
ihqf 小镇
ihuy 小门
iuvr 小闺女的脾气
iuvt 小闺女的脾气羞羞答答
ihbw 小队
ibdw 小阳春
ihbp 小院
ibit 小隙沉舟
ihiw 小雀
ihfg 小雨
ihfv 小雪
ihaf 小鞋
ijdw 小题大作
ijdw 小题大做
ihpt 小额
inwg 小飞侠
icca 小马驹备鞍鞯
iccl 小马驹跟车
iccf 小马驹跟车跑跑颠颠
ihrq 小鬼
irtb 小鬼升城隍
irtf 小鬼升城隍小人得志
irko 小鬼吹火
irkm 小鬼吹火扇阴风
irrb 小鬼打城隍
irrn 小鬼打城隍死都不怕
irrj 小鬼拜见张天师
irrm 小鬼拜见张天师自投罗网
iryu 小鬼敲门
iryw 小鬼敲门要人命
irsh 小鬼梦里做皇上
irss 小鬼梦里做皇上痴心妄想
irmn 小鬼见佛陀释迦牟尼
irmf 小鬼见佛陀释迦牟尼矮了半截子矮了一大截
irug 小鬼门前告阎王
iruu 小鬼门前告阎王找错了衙门
ihqy 小鸟
iqww 小鸟依人
ihcq 小鸡
icgn 小鸡不撒尿
icgu 小鸡不撒尿自有便道
ictt 小鸡入笼
icty 小鸡入笼身不由己不由自主
ickg 小鸡吃胡豆蚕豆
ickk 小鸡吃胡豆蚕豆难吞难咽
ickw 小鸡吃食
icke 小鸡吃食点头哈腰
icrb 小鸡的爪子
icrw 小鸡的爪子闲不住
icdy 小鸡碰上鹰
icdn 小鸡碰上鹰一个喜来一个忧喜的喜忧的忧
ickt 小鸡踩键盘
ickg 小鸡踩键盘乱弹琴
icsm 小鸡配凤凰
icss 小鸡配凤凰想高攀甭不用想
ilnn 小鸭蛋冒充大鸡蛋
ilnu 小鸭蛋冒充大鸡蛋蒙混过关
ihee 小鹏
ieil 小鹏汽车
iyqu 小鹿触心头
ihgt 小麦
ilng 小黑屋
ihqu 小鼎锅想炖大牛头
ihqk 小鼎锅想炖大牛头好大的胃口
ihfk 小鼓
ihdx 小龙
idvv 小龙女
igbn 少不了
iggg 少不更事
igxg 少不经事
ipci 少之又少
itbn 少了
itgf 少于
ithx 少些
itwk 少保
itqt 少儿
itbw 少先队
itmj 少则
itkt 少吃
ikwe 少吃俭用
ituf 少壮
iugl 少壮不努力
iugd 少壮不努力老大徒伤悲
iuir 少壮派
iurn 少头缺尾
itvv 少女
itve 少奶
ipfk 少安无躁
ipxk 少安毋躁
itnf 少尉
iifq 少小无猜
iiyl 少小离家老大回
iiyd 少小离家老大回不相识面目全非
itjm 少帅
itrh 少年
irpk 少年宫
irqt 少年犯
irfd 少年老成
irfy 少年老诚
idan 少成若性
itov 少数
ioww 少数人
iony 少数民族
ioir 少数派
ijyp 少时衣裳老时穿
ijyw 少时衣裳老时穿过时的货
ijyp 少时衣裳老来穿
ijyw 少时衣裳老来穿过时货
itde 少有
itrf 少条失教
itgo 少来
itss 少林
isff 少林寺
isfi 少林寺的和尚
isfi 少林寺的和尚名扬四海
isfw 少林寺的高僧
isfm 少林寺的高僧身手不凡
itsu 少校
irfl 少气无力
itwq 少爷
itll 少男
itpw 少私寡欲
ittp 少管
ixvr 少纵即逝
idog 少而精
itmq 少见
imqn 少见多怪
iypy 少言寡语
ityt 少许
ityu 少说
ifyk 少走弯路
itjg 少量
itxd 少顷
qirg 尔后
qigm 尔曹
qist 尔格
qipu 尔汝之交
qitf 尔等
qibg 尔耳
qhty 尔虞我诈
qyth 尔诈我虞
qiah 尔雅
idrg 尖兵
idvn 尖刀
idtj 尖利
idgm 尖刺
idyn 尖刻
idie 尖削
iddd 尖厉
idkn 尖叫
idkv 尖啸
idkh 尖嘴
ikqe 尖嘴猴腮
ikat 尖嘴薄舌
idlk 尖圆
idfn 尖声
idbb 尖子
iito 尖尖筷子夹凉粉
iitu 尖尖筷子夹凉粉滑头对滑头
imaq 尖山区
idmt 尖峰
iytt 尖底箩筐
iytt 尖底箩筐不稳当不稳
iyri 尖扁担挑水
iyru 尖扁担挑水心挂两头
ireg 尖扎县
irge 尖担两头脱
idsh 尖椒
iddg 尖石
idum 尖端
idxl 尖细
idew 尖脸
iafa 尖草坪区
idqe 尖角
iyuy 尖言冷语
iyiy 尖言尖语
idsg 尖酸
isya 尖酸刻薄
idqu 尖锐
idsd 尖顶
ifan 尘世
ifkk 尘嚣
ifff 尘土
ifto 尘垢秕糠
iffc 尘埃
ifap 尘埃落定
ifja 尘暴
ifol 尘烟
ifou 尘粒
ifxx 尘缘
iuiq 尘羹涂饭
ifeg 尘肺
iqiu 尘饭涂羹
imeg 尚且
iyeg 尚义县
imnn 尚书
imsk 尚可
imdh 尚存
imnt 尚属
ifym 尚志市
imdg 尚感
iypr 尚方宝剑在手
iypd 尚方宝剑在手可以先斩后奏
imfq 尚无
imjh 尚早
imfi 尚未
ihkq 尚虚中馈
imfd 尚需
imed 尚须
ipgc 尝到
ipus 尝新
ieaa 尝胆卧薪
ieha 尝胆眠薪
ipya 尝试
ipfp 尝过
ipqg 尝鲜
ihgy 尝鼎一脔
dnyl 尤为
dnad 尤其
dnvk 尤如
dyla 尤文图斯
agej 尧天舜日
arej 尧年舜日
atep 尧舜
afeh 尧趋舜步
afaq 尧都区
yigi 就不
yign 就与
yiog 就业
yoyx 就业率
yiyq 就义
yigk 就事
ygyg 就事论事
yiwt 就任
yiwf 就会
yiwu 就位
yiwq 就像
yiad 就其
yirv 就势
yiat 就医
ysny 就可以
yitm 就向
yifb 就地
yfbs 就地取材
yfgi 就地正法
yfcc 就坡骑驴
yfcb 就坡骑驴好下台阶自找台阶
yiqk 就够
yivb 就好
yiip 就学
yipu 就寝
yiuq 就将
yiyw 就座
yinr 就怕
yish 就想
yirt 就手
yirw 就擒
yijg 就是
yigo 就来
yisp 就枕
ysre 就棍打腿
ygdu 就正有道
yihx 就此
yigq 就歼
yxdt 就比泰山还重
yigd 就汤下面
yids 就没有发言权
yirh 就看
yiud 就着
yuqt 就着猪肉吃油条
yuqb 就着猪肉吃油条腻透了
yiht 就睡
yith 就算
yixf 就绪
yibk 就职
yice 就能
yhnp 就虚避实
yitf 就行
yisv 就要
yiyh 就让
yiyu 就说
yiyf 就读
yiqj 就象
yifh 就越
yirp 就近
yifq 就远
yilp 就连
yiut 就道
yiuk 就问
yihq 就餐
dndn 尴尬
nwgh 尸位素餐
nnws 尸体
nnwr 尸居余气
nndm 尸居龙见
nmti 尸山血海
nnsw 尸检
nsyj 尸横遍野
npgh 尸禄素餐
nnqe 尸解
nntm 尸身
nnut 尸首
nnme 尸骨
nmfp 尸骨未寒
nvpg 尸鸠之平
nybb 尺子
nyfg 尺寸
nmtj 尺幅千里
nydc 尺码
nyja 尺蠖
nyme 尺骨
nwpc 尻舆神马
nlpc 尻轮神马
nxdq 尼克
ndsw 尼克松
nlrr 尼加拉瓜
nade 尼勒克县
ndru 尼古拉
nxvd 尼姑
nvgm 尼姑下山
nvgb 尼姑下山心野了
nvwi 尼姑偷汉
nvwu 尼姑偷汉躲躲闪闪
nvub 尼姑养儿子
nvug 尼姑养儿子岂有此理
nvku 尼姑只剃半边头
nvkn 尼姑只剃半边头不诚心
nvua 尼姑头上插花
nvun 尼姑头上插花没法发
nvyb 尼姑庵里借梳子
nvyl 尼姑庵里借梳子办不到没法办
nvdf 尼姑有喜
nvdw 尼姑有喜不好处理不可告人
nvtb 尼姑生孩子
nvtj 尼姑生孩子暗中行事不敢让人知要也不是不要也不是
nvrs 尼姑的木梳
nvrw 尼姑的木梳多余
nvre 尼姑的脚
nvrx 尼姑的脚难缠
nvhu 尼姑瞧嫁妆
nvhf 尼姑瞧嫁妆白欢喜空喜一场
nqss 尼尔森
nxyv 尼康
njtg 尼日利亚
njqi 尼日尔
nseg 尼木县
niqi 尼泊尔
ngeg 尼玛县
nlis 尼罗河
nxes 尼采
nxdx 尼龙
nybn 尽了
nyyb 尽享
nwxt 尽人皆知
nwai 尽付东流
nwnn 尽信书不如无书
nyiw 尽兴
narc 尽其所能
nart 尽其所长
nylt 尽力
nldy 尽力而为
nysk 尽可
nsce 尽可能
nunu 尽善尽美
nqni 尽多尽少
nyrw 尽失
nvwu 尽如人意
nyft 尽孝
nnnl 尽心尽力
nnul 尽心竭力
nknb 尽忠尽职
nkrl 尽忠报国
nkul 尽忠竭力
nynn 尽快
nntg 尽快处理
ndsv 尽态极妍
nnhy 尽收眼底
nyov 尽数
nyjh 尽早
nyjo 尽显
nycq 尽欢
ncda 尽欢而散
nyqd 尽然
nytp 尽管
nunu 尽美尽善
nybk 尽职
nbys 尽职调查
nyyh 尽让
nyua 尽诚竭节
nyym 尽调
nygm 尽责
ntuv 尽释前嫌
nyjg 尽量
ntkg 尾号
ntfn 尾声
ndgr 尾大不掉
ndcr 尾大难掉
ntcn 尾巴
ncha 尾巴上绑芦花
nchc 尾巴上绑芦花冒充大公鸡
ntyn 尾房
ntov 尾数
ntso 尾楼
ntrn 尾气
ntiy 尾注
ntos 尾灯
ntpw 尾生之信
ntrs 尾生抱柱
ntte 尾盘
ntdy 尾矿
ntwn 尾追
numb 尾部风险
ntbd 尾随
ntme 尾骨
ntqg 尾鳍
nifp 尿壶
nfrj 尿壶掉井里
nfrk 尿壶掉井里吞吞吐吐
nfiy 尿壶没底
nfii 尿壶没底下流
nfii 尿壶烫酒
nfiw 尿壶烫酒不是正经家伙不是个家伙
nfji 尿壶里打酒
nfjb 尿壶里打酒错了
nfqt 尿壶镀金箔
nidm 尿布
niys 尿床
nisc 尿桶
nisw 尿检
ngug 尿毒症
nini 尿流屁滚
niiy 尿液
niij 尿湿
nioy 尿炕
nwjm 尿盆里栽牡丹
nwju 尿盆里栽牡丹底子臭根子不净
nwji 尿盆里洒香水
nwjd 尿盆里洒香水臊气还在
nwjn 尿盆里炒鸡蛋
nwjq 尿盆里炒鸡蛋不对味不是味儿
nigx 尿素
nitl 尿血
niut 尿道
nisg 尿酸
niuf 尿闭
nihi 尿频
nubi 尿鳖子夜壶盛酒
nubf 尿鳖子夜壶盛酒不是正经东西满不在乎壶
nubi 尿鳖子打酒
nubf 尿鳖子打酒满不在乎壶
nuby 尿鳖子漏底
nubi 尿鳖子漏底下流
nubl 尿鳖子镶金边
nubp 尿鳖子镶金边臭讲究
nnwk 局促
nwgp 局促不安
nnmw 局内
nnrv 局势
nfrg 局地扣天
nfqg 局地钥天
nnfa 局域
nnqh 局外
nqpw 局外之人
nqww 局外人
ngwf 局天促地
ngrf 局天扣地
nnxe 局级
nnuk 局部
nnta 局长
nnbv 局限
nbnt 局限性
nncy 局骗
ncrg 局骗拐带
nxgk 屁事
nini 屁滚尿流
nxhv 屁眼
nxem 屁股
nehv 屁股上吊扫帚
nehd 屁股上吊扫帚好伟尾大
nehs 屁股上吊棒槌
neht 屁股上吊棒槌自家人打自家人自打自
nehy 屁股上吊蒲扇
nehm 屁股上吊蒲扇走上风尽走上风
nehg 屁股上扎蒺藜一年生草本植物果皮有尖刺
nehw 屁股上扎蒺藜一年生草本植物果皮有尖刺坐不稳坐不住
nehe 屁股上打花脸
nehs 屁股上打花脸哪有人样
nehi 屁股上抹香水
nehu 屁股上抹香水不值一文闻
nehu 屁股上拴石头
nehg 屁股上拴石头累赘
neht 屁股上挂粪筐
nehn 屁股上挂粪筐等死屎
nehv 屁股上捅一刀
nehw 屁股上捅一刀背后整人
nehq 屁股上插针
nehi 屁股上插针越隐越深
nehh 屁股上画眉眼
nehb 屁股上画眉眼好大的面子
nehb 屁股上锯锯子
nehk 屁股上锯锯子截断后路
nehu 屁股上长疮
nehk 屁股上长疮阴毒离心远着哪
newh 屁股坐在别人的脑袋上
neww 屁股坐在别人的脑袋上欺人太甚太欺负人
newh 屁股坐在鸡蛋上
newi 屁股坐在鸡蛋上一塌糊涂
neww 屁股坐竹凳
newp 屁股坐竹凳底子空
neyt 屁股底下安弹簧
neyy 屁股底下安弹簧一蹦老高
netu 屁股生疮背又痛
netp 屁股生疮背又痛坐卧不安坐卧不宁
nejv 屁股里夹扫帚
nejd 屁股里夹扫帚伟尾大
netg 屁股长疮脚扎刺
netp 屁股长疮脚扎刺坐立不安
nxyt 屁话
nffc 层云
nbgp 层出不穷
nbcm 层出叠见
nbrm 层出迭见
nfdf 层压
nfcc 层叠
ncls 层台累榭
nfnf 层层
nncc 层层叠叠
nfyo 层峦
nycm 层峦叠嶂
nyrm 层峦迭嶂
nfov 层数
nfsr 层析
nfso 层楼
nfuq 层次
nfud 层状
nfxe 层级
nmcb 层见叠出
nmrb 层见迭出
nmqb 层见错出
nfdm 层面
nfym 层高
ndgh 居下
ngty 居不重席
ngta 居不重茵
ndog 居业
ndkh 居中
npgx 居之不疑
ndgf 居于
nwmy 居仁由义
ndwy 居住
nwyw 居停主人
ndtf 居先
ntly 居利思义
ndue 居前
ndal 居功
natw 居功自傲
nddk 居右
ndfg 居士
ndth 居处
ndqq 居多
ndgj 居大不易
ndds 居奇
ndtv 居委
ntwf 居委会
nplq 居安思危
nphq 居安虑危
npui 居安资深
ndpn 居官
nppi 居官守法
ndpg 居室
ndpe 居家
ndda 居左
ndny 居心
nngy 居心不良
nnai 居心叵测
nnbg 居心险恶
ndrn 居所
nffp 居无求安
nduq 居次
ndna 居民
nnaq 居民区
nnso 居民楼
ndqd 居然
ndqy 居留
nqsc 居留权
ntrw 居移气养移体
nltk 居轴处中
ndjf 居里
nduj 居间
ndut 居首
ndym 居高
nygg 居高不下
nyjg 居高临下
nbww 屈从
nbwj 屈伸
nbdr 屈原
npmw 屈家岭
nbus 屈尊
nuyr 屈尊就卑
nbyi 屈就
nbnd 屈居
nbft 屈才
nrdr 屈打成招
nbrx 屈指
nrgt 屈指一算
nrso 屈指可数
nbma 屈曲
nbeb 屈服
nbgq 屈死
ngru 屈死鬼进衙门
ngrn 屈死鬼进衙门鸣冤叫屈
nbes 屈膝
naqa 屈臣氏
ndgt 屈艳班香
nbab 屈节
nadw 屈节辱命
njfw 屈蠖求伸
nbtm 屈身
nbdf 屈辱
nblk 屈驾
nyyg 屈高就下
nabb 屉子
nmjf 届时
nmad 届期
nmia 届满
nhqn 屋上乌
ngwn 屋下作屋
ngln 屋下架屋
ngyg 屋主
nqpe 屋乌之爱
nqre 屋乌推爱
ngrg 屋后
nvaj 屋如七星
ngbb 屋子
nglk 屋架
ngiv 屋梁
ngsq 屋檐
nshs 屋檐上挂马桶
nshq 屋檐上挂马桶臭名在外
nsgi 屋檐下吊石滚
nsgt 屋檐下吊石滚严檐重
nsge 屋檐下挂猪胆
nsgi 屋檐下挂猪胆苦水滴滴
nsgu 屋檐下的冰凌
nsgu 屋檐下的冰凌根子在上头
nsga 屋檐下的大葱
nsgg 屋檐下的大葱心不死叶烂皮干心不死
nsgf 屋檐下躲雨
nsgq 屋檐下躲雨暂避一时不长久
nsli 屋檐边的水
nslp 屋檐边的水点滴不离窝
ngiw 屋脊
nihr 屋脊上放西瓜
nihi 屋脊上放西瓜两边滚
nihf 屋脊上贴告示
niht 屋脊上贴告示天知道天晓得
nihq 屋脊上蹲个猫
nihu 屋脊上蹲个猫活受兽
ngwf 屋舍
ngqe 屋角
njyt 屋里放风筝
njyb 屋里放风筝高也有限
njtt 屋里筑篱笆
njtp 屋里筑篱笆一家分两家
njtu 屋里翻跟头
njtr 屋里翻跟头里手
nguy 屋门
nukq 屋门口的穿衣镜
nukj 屋门口的穿衣镜正大光明
ngsd 屋顶
nshp 屋顶上戳窟窿
nshb 屋顶上戳窟窿捅漏子
nshw 屋顶上的王八
nshf 屋顶上的王八上不着天下不着地
nsar 屋顶落魔鬼
nsab 屋顶落魔鬼祸从天降
nfhs 屎坑上搭凉棚
nfhb 屎坑上搭凉棚臭架子摆臭架子
nfjg 屎坑里的皮球
nfjr 屎坑里的皮球说他臭他还一肚子气
nfju 屎坑里的砖头
nfjd 屎坑里的砖头又臭又硬
nfjl 屎壳螂掉车辙
nfjd 屎壳螂掉车辙不走就撵碾
nfjp 屎壳螂搬家
nfjk 屎壳螂搬家不过本份粪走一路臭一路
nfjs 屎壳螂爬上花椒树
nfjb 屎壳螂爬上花椒树脚都麻了
nfjh 屎壳螂爬在炭堆上
nfjl 屎壳螂爬在炭堆上不动显不出自己黑
nfjh 屎壳螂爬在算盘上
nfjm 屎壳螂爬在算盘上混帐
nfjs 屎壳螂爬鞭梢
nfju 屎壳螂爬鞭梢光知道腾云驾雾不知道死在眼前
nfjb 屎壳螂白脖子
nfjq 屎壳螂白脖子新鲜儿
nfjp 屎壳螂腾空
nfjj 屎壳螂落在粪盆里
nfjl 屎壳螂进花园
nfjq 屎壳螂进花园不是这里的虫儿
nfjr 屎壳螂遇到放屁的
nfjf 屎壳螂遇到放屁的空喜一场
nfjj 屎壳螂飞到车道沟里
nfju 屎壳螂飞到车道沟里充硬骨头
nfyv 屎壳郎
nfyn 屎壳郎下蛋
nfyg 屎壳郎下蛋孬
nfyw 屎壳郎传宗接代
nfyr 屎壳郎传宗接代遗臭万年
nfyl 屎壳郎出国
nfyr 屎壳郎出国臭名远扬
nfyb 屎壳郎变知了
nfyb 屎壳郎变知了一步群天高升了
nfyu 屎壳郎叫门
nfyb 屎壳郎叫门臭到家了
nfyj 屎壳郎吃蛆虫
nfyr 屎壳郎吃蛆虫臭味相投
nfyk 屎壳郎吹喇叭
nfyk 屎壳郎吹喇叭满嘴放臭气臭吹
nfyl 屎壳郎围着驴腚臀部转
nfyj 屎壳郎围着驴腚臀部转跟屁虫
nfyt 屎壳郎坐轮船
nfyr 屎壳郎坐轮船臭名远扬
nfys 屎壳郎坐飞机
nfyg 屎壳郎坐飞机臭气熏天一步登天
nfym 屎壳郎戴礼帽
nfyb 屎壳郎戴礼帽出洋相洋相百出
nfyg 屎壳郎戴耳环
nfyr 屎壳郎戴耳环摆臭阔气
nfya 屎壳郎戴花
nfyu 屎壳郎戴花臭美
nfyh 屎壳郎戴面具
nfye 屎壳郎戴面具臭不要脸
nfyq 屎壳郎打哈欠
nfyk 屎壳郎打哈欠臭不可闻一张臭嘴
nfyq 屎壳郎打饱嗝儿
nfyo 屎壳郎打饱嗝儿满嘴喷粪
nfyy 屎壳郎扛大旗
nfya 屎壳郎扛大旗臭名昭著
nfyj 屎壳郎掉进尿盆里
nfyt 屎壳郎掉进尿盆里又臊又臭臊臭
nfyj 屎壳郎掉进阴沟里
nfyi 屎壳郎掉进阴沟里随波逐流
nfyb 屎壳郎排队
nfyw 屎壳郎排队奥趣相投一溜黑货
nfyn 屎壳郎推蛋蛋
nfyr 屎壳郎推蛋蛋滚的滚爬的爬连滚带爬
nfyl 屎壳郎推车
nfyn 屎壳郎推车滚蛋
nfyp 屎壳郎搬家
nfyk 屎壳郎搬家臭折腾走到哪臭到哪走一路臭一路
nfyn 屎壳郎放屁
nfyu 屎壳郎放屁不值一文闻
nfyg 屎壳郎滚煤球
nfyq 屎壳郎滚煤球找错了对象
